accepted,collectionId,collectionName,created,from_user,id,invited,rank_in_list,rule_score,to_user,updated,home_court,intensity,level,mode,sim_p_accepted,sim_p_invited,style,synthetic_version,court,habit,role,is_top3,label_accepted
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.480Z,oe11dja4nkigqct,mlqimd75h209yig,False,8,72.0,n6n9ntkew8ut3xs,2025-12-05 10:19:56.731Z,25.0,30.0,12,friend,0.039,0.212,5.0,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.482Z,oe11dja4nkigqct,ytayx03an4z0afv,False,9,67.33,q6xjt8pplgw93hy,2025-12-05 10:19:56.734Z,25.0,30.0,4,friend,0.035,0.17,8.333333333333332,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.485Z,oe11dja4nkigqct,24s89vrdcx0wkja,False,10,67.33,40j9w2w8w9na2gr,2025-12-05 10:19:56.738Z,25.0,30.0,4,friend,0.035,0.146,8.333333333333332,v2_advanced,,,,False,0
True,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.487Z,oe11dja4nkigqct,vjp88b3a76gz6ls,True,11,67.0,of5c867hjtqijvr,2025-12-05 10:19:56.742Z,0.0,30.0,12,friend,0.427,0.143,25.0,v2_advanced,,,,False,1
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.489Z,oe11dja4nkigqct,pz5t3tyzwxu7bjw,False,12,67.0,63toyqmblhpnjtp,2025-12-05 10:19:56.746Z,25.0,30.0,12,friend,0.035,0.097,0.0,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.492Z,oe11dja4nkigqct,62ixwy4yfc3llhw,False,13,66.67,ljjpb3gjszkluyt,2025-12-05 10:19:56.749Z,0.0,30.0,20,friend,0.042,0.085,16.666666666666664,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.494Z,oe11dja4nkigqct,90crnmq2gi9jfxh,False,14,66.25,frbz12jvqu7wjrv,2025-12-05 10:19:56.752Z,25.0,15.0,20,friend,0.034,0.071,6.25,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.496Z,oe11dja4nkigqct,g1egs60rgss8cv3,False,15,62.5,f5a7b6j49a6okh4,2025-12-05 10:19:56.755Z,0.0,30.0,20,friend,0.039,0.079,12.5,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.510Z,oe11dja4nkigqct,1993svhxkal8deu,False,16,62.5,x3o8n6wpc8zry4g,2025-12-05 10:19:56.759Z,0.0,30.0,20,friend,0.039,0.079,12.5,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.514Z,oe11dja4nkigqct,afsgqmniujn2lej,False,17,62.5,fmcd0b8h2l2dzew,2025-12-05 10:19:56.761Z,0.0,30.0,20,friend,0.039,0.079,12.5,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.517Z,oe11dja4nkigqct,gb1hlp3jxufuez0,False,18,62.5,qyu7jobnu71ibl8,2025-12-05 10:19:56.765Z,0.0,30.0,20,friend,0.039,0.079,12.5,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.519Z,oe11dja4nkigqct,zq4asu6inttz0m6,False,19,62.5,6fxsll97mdmnwgj,2025-12-05 10:19:56.768Z,0.0,30.0,20,friend,0.039,0.079,12.5,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.522Z,oe11dja4nkigqct,7tf9u71qfx419xw,False,20,60.0,2nuewm90ekdtlgp,2025-12-05 10:19:56.772Z,25.0,15.0,20,friend,0.029,0.063,0.0,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.547Z,9ic59uxqibqwylr,2jxtsgkkectwitr,False,1,73.5,yglxq9dnp0dv0gp,2025-12-05 10:19:56.775Z,,7.5,30,partner,0.049,0.48,20.0,v2_advanced,0.0,0.0,16.0,True,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.550Z,9ic59uxqibqwylr,vt5ym0bvsk1qfdl,True,2,70.0,e6o3uwgfgoptbts,2025-12-05 10:19:56.778Z,,15.0,30,partner,0.455,0.421,5.0,v2_advanced,0.0,0.0,20.0,True,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.552Z,9ic59uxqibqwylr,xzi2pp9bsp3dkbd,False,3,70.0,hx5y1jwd3sd3a7t,2025-12-05 10:19:56.781Z,,15.0,30,partner,0.045,0.391,5.0,v2_advanced,0.0,0.0,20.0,True,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.554Z,9ic59uxqibqwylr,wf7vi23lf7t53ur,False,4,69.17,1qvjx3qekqat48t,2025-12-05 10:19:56.784Z,,7.5,30,partner,0.043,0.345,6.666666666666666,v2_advanced,5.0,0.0,20.0,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.557Z,9ic59uxqibqwylr,7gfh1dx4bhbr5iz,False,5,62.5,2brrq9p49veortb,2025-12-05 10:19:56.788Z,,7.5,30,partner,0.039,0.289,5.0,v2_advanced,0.0,0.0,20.0,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.559Z,9ic59uxqibqwylr,94yd44wjxuppze3,False,6,61.0,jrunvunw92zw4rg,2025-12-05 10:19:56.792Z,,15.0,30,partner,0.037,0.255,0.0,v2_advanced,0.0,0.0,16.0,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.562Z,9ic59uxqibqwylr,zs3or1206ppysu0,False,7,57.5,nw67559cmzqpmg6,2025-12-05 10:19:56.794Z,,7.5,30,partner,0.035,0.214,0.0,v2_advanced,0.0,0.0,20.0,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.564Z,9ic59uxqibqwylr,5vj5ek2bo4f23fi,False,8,57.5,eb9hsrsd3j5666x,2025-12-05 10:19:56.797Z,,7.5,30,partner,0.035,0.19,0.0,v2_advanced,0.0,0.0,20.0,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.566Z,9ic59uxqibqwylr,xz8v02zoynum51x,False,9,53.5,2tokedc0o5e65bz,2025-12-05 10:19:56.800Z,,7.5,30,partner,0.031,0.154,0.0,v2_advanced,0.0,0.0,16.0,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.596Z,oox9rdrdgkf2xed,zkllltm3gj3gyvl,False,1,83.33,nx94vgvgq59bzuo,2025-12-05 10:19:56.803Z,25.0,30.0,20,friend,0.049,0.484,8.333333333333332,v2_advanced,,,,True,0
True,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.599Z,oox9rdrdgkf2xed,3x596s6173gjm83,True,2,80.0,27g7le2sut5p54e,2025-12-05 10:19:56.806Z,25.0,30.0,20,friend,0.456,0.427,5.0,v2_advanced,,,,True,1
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.601Z,oox9rdrdgkf2xed,sj96l2i0ocl2opf,False,3,79.5,evtqavdvm92g8xg,2025-12-05 10:19:56.812Z,25.0,30.0,12,friend,0.045,0.393,12.5,v2_advanced,,,,True,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.604Z,oox9rdrdgkf2xed,e1v9yugr5kkyebf,False,4,78.75,0u4mm753uiypvc3,2025-12-05 10:19:56.814Z,25.0,15.0,20,friend,0.044,0.359,18.75,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.606Z,oox9rdrdgkf2xed,ibw2p2a7depr8zd,False,5,75.33,tivuopxtq31zkxw,2025-12-05 10:19:56.818Z,25.0,30.0,12,friend,0.041,0.31,8.333333333333332,v2_advanced,,,,False,0
True,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.608Z,oox9rdrdgkf2xed,p3arivwrk0ibsex,True,6,75.0,fls68shwd3zk70y,2025-12-05 10:19:56.822Z,25.0,30.0,20,friend,0.412,0.28,0.0,v2_advanced,,,,False,1
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.611Z,oox9rdrdgkf2xed,ehr7lc84h0prpab,False,7,71.5,62x24naeknfdz2r,2025-12-05 10:19:56.828Z,25.0,30.0,4,friend,0.038,0.236,12.5,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.613Z,oox9rdrdgkf2xed,gta2pepwj1xf1fs,False,8,68.75,m04r91rb0yjvb0k,2025-12-05 10:19:56.831Z,0.0,30.0,20,friend,0.044,0.236,18.75,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.615Z,oox9rdrdgkf2xed,do5lowdu1cwm8xm,True,9,67.33,f3l7ef526rdiczn,2025-12-05 10:19:56.835Z,25.0,30.0,4,friend,0.348,0.17,8.333333333333332,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.617Z,oox9rdrdgkf2xed,hkp2nexuegbs6xi,True,10,67.0,lnthf2qkec6m3cp,2025-12-05 10:19:56.838Z,25.0,30.0,12,friend,0.345,0.145,0.0,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.620Z,oox9rdrdgkf2xed,yvpa4f2anfs6ce8,False,11,66.67,4ctdsuf8ny68see,2025-12-05 10:19:56.842Z,0.0,30.0,20,friend,0.042,0.142,16.666666666666664,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.622Z,oox9rdrdgkf2xed,3oci013k38dsr93,True,12,66.25,y1mc5ifdmw0m7mb,2025-12-05 10:19:56.845Z,25.0,15.0,20,friend,0.339,0.095,6.25,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.624Z,oox9rdrdgkf2xed,v2pxpnn6h11sl6w,False,13,65.0,1kjsu6qiv6163f2,2025-12-05 10:19:56.848Z,25.0,15.0,20,friend,0.033,0.07,5.0,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.627Z,oox9rdrdgkf2xed,hgmlwqa6m0r3zn0,False,14,65.0,9hztcyu9atvbmju,2025-12-05 10:19:56.849Z,25.0,15.0,20,friend,0.033,0.07,5.0,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.630Z,oox9rdrdgkf2xed,6i1k1gg1s1y15hi,False,15,64.5,aoaawnex8aax7s4,2025-12-05 10:19:56.853Z,25.0,15.0,12,friend,0.033,0.069,12.5,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.632Z,oox9rdrdgkf2xed,77fyi5tdbdievnw,False,16,64.5,lo3r71x97pbs3f7,2025-12-05 10:19:56.857Z,25.0,15.0,12,friend,0.033,0.069,12.5,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.634Z,oox9rdrdgkf2xed,vh34lgnrtz4ztyf,False,17,63.17,wybjqhec1dhh8l3,2025-12-05 10:19:56.860Z,25.0,30.0,4,friend,0.032,0.067,4.166666666666666,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.636Z,oox9rdrdgkf2xed,jazfvxkna8cu5b7,False,18,62.5,8cvqvtsdoyo4f37,2025-12-05 10:19:56.863Z,0.0,30.0,20,friend,0.039,0.079,12.5,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.639Z,oox9rdrdgkf2xed,r4neaoux3rufdgu,False,19,62.0,ojt79eve88k9mua,2025-12-05 10:19:56.866Z,25.0,15.0,12,friend,0.031,0.066,10.0,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.641Z,oox9rdrdgkf2xed,5irtu6bjt5l2qdp,False,20,60.33,whdl9g99xceg144,2025-12-05 10:19:56.868Z,25.0,15.0,12,friend,0.029,0.063,8.333333333333332,v2_advanced,,,,False,0
True,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.666Z,ueflkxf8h78wvu6,qqzclyruhszuu3e,True,1,85.0,7s0e3d1rmrpemb0,2025-12-05 10:19:56.872Z,25.0,15.0,20,friend,0.502,0.498,25.0,v2_advanced,,,,True,1
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.669Z,ueflkxf8h78wvu6,exjjlxywn0bwlsk,False,2,81.25,7651cs6lffuc5cg,2025-12-05 10:19:56.877Z,25.0,30.0,20,friend,0.047,0.437,6.25,v2_advanced,,,,True,0
True,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.672Z,ueflkxf8h78wvu6,rv5fp0ih6xthc26,True,3,80.0,oufxzpuzo2z3tl9,2025-12-05 10:19:56.879Z,25.0,30.0,20,friend,0.456,0.397,5.0,v2_advanced,,,,True,1
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.674Z,ueflkxf8h78wvu6,eu1b2ckoj2r2wgr,True,4,75.33,ip2xjgllnhnhsvs,2025-12-05 10:19:56.883Z,25.0,30.0,12,friend,0.414,0.338,8.333333333333332,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.677Z,ueflkxf8h78wvu6,sn512izsr2dgmv2,True,5,73.25,cyqqf5y5xk6b3g0,2025-12-05 10:19:56.886Z,25.0,30.0,12,friend,0.397,0.298,6.25,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.679Z,ueflkxf8h78wvu6,6n53z9be46xnkbs,False,6,72.5,ao3w1k5dg3m3f3a,2025-12-05 10:19:56.889Z,25.0,15.0,20,friend,0.039,0.268,12.5,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.680Z,ueflkxf8h78wvu6,atiztynweerstve,False,7,72.5,s9e21voho25djld,2025-12-05 10:19:56.892Z,25.0,15.0,20,friend,0.039,0.241,12.5,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.683Z,ueflkxf8h78wvu6,4vohq1urcnizk47,False,8,72.5,r27fl71044rssvx,2025-12-05 10:19:56.894Z,25.0,15.0,20,friend,0.039,0.214,12.5,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.686Z,ueflkxf8h78wvu6,0xns5bkpez5mtqh,False,9,72.0,og2kv4sjkqh1h2j,2025-12-05 10:19:56.897Z,25.0,30.0,12,friend,0.039,0.186,5.0,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.688Z,ueflkxf8h78wvu6,3yiq264mf15vid7,False,10,71.5,torxys9t80i4me5,2025-12-05 10:19:56.900Z,25.0,30.0,4,friend,0.038,0.158,12.5,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.690Z,ueflkxf8h78wvu6,wpu3htoam5umvab,False,11,67.33,qvccwk1d98c7jjr,2025-12-05 10:19:56.902Z,25.0,30.0,4,friend,0.035,0.121,8.333333333333332,v2_advanced,,,,False,0
True,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.692Z,ueflkxf8h78wvu6,g4a7x7f1tdhedqg,True,12,67.33,o2kaxhpk1dn6are,2025-12-05 10:19:56.906Z,25.0,30.0,4,friend,0.348,0.097,8.333333333333332,v2_advanced,,,,False,1
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.695Z,ueflkxf8h78wvu6,ua8xezavuyj1jjm,False,13,67.0,66dor2b1bkc7qt8,2025-12-05 10:19:56.909Z,25.0,30.0,12,friend,0.035,0.072,0.0,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.697Z,ueflkxf8h78wvu6,lzrlfe0prhvkup4,False,14,67.0,2tokedc0o5e65bz,2025-12-05 10:19:56.912Z,25.0,30.0,12,friend,0.035,0.072,0.0,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.698Z,ueflkxf8h78wvu6,n1xvdgtf0s19gdz,False,15,66.67,vqfvjts494025f2,2025-12-05 10:19:56.914Z,0.0,30.0,20,friend,0.042,0.085,16.666666666666664,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.701Z,ueflkxf8h78wvu6,vsz8g15sdfxjig0,False,16,65.25,fxaoqge1eg72674,2025-12-05 10:19:56.917Z,25.0,30.0,4,friend,0.033,0.07,6.25,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.704Z,ueflkxf8h78wvu6,3ifa5185jruy1xa,False,17,64.0,6pt0amnv2okp9f2,2025-12-05 10:19:56.921Z,25.0,30.0,4,friend,0.032,0.068,5.0,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.706Z,ueflkxf8h78wvu6,giivpqvlprwuqdi,False,18,62.5,gxmw11xq5qvyunh,2025-12-05 10:19:56.924Z,0.0,30.0,20,friend,0.039,0.079,12.5,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.708Z,ueflkxf8h78wvu6,hiv8w5s0t9h8pth,False,19,62.5,bxnv8rwfos4hjpw,2025-12-05 10:19:56.927Z,0.0,30.0,20,friend,0.039,0.079,12.5,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.709Z,ueflkxf8h78wvu6,st5m2qopr2uc803,False,20,62.5,e08mat9ccwhhjo9,2025-12-05 10:19:56.930Z,0.0,30.0,20,friend,0.039,0.079,12.5,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.736Z,gf4d2fii7jryhmi,ft66emxdw123xce,True,1,79.5,732vp5dpm1k1u0s,2025-12-05 10:19:56.937Z,25.0,30.0,12,friend,0.451,0.454,12.5,v2_advanced,,,,True,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.739Z,gf4d2fii7jryhmi,60g32a44jkc0mbm,False,2,78.57,kcz8yog46r9t0v7,2025-12-05 10:19:56.940Z,25.0,30.0,20,friend,0.044,0.417,3.571428571428571,v2_advanced,,,,True,0
True,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.741Z,gf4d2fii7jryhmi,tstg7vy7gj5mhve,True,3,77.0,6i37noohqqre72v,2025-12-05 10:19:56.943Z,25.0,30.0,12,friend,0.429,0.377,10.0,v2_advanced,,,,True,1
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.744Z,gf4d2fii7jryhmi,x55hmmsx4t0a8zp,True,4,77.0,jkoh32rzs8rlocp,2025-12-05 10:19:56.949Z,25.0,30.0,12,friend,0.429,0.348,10.0,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.746Z,gf4d2fii7jryhmi,pig9x2itmfjoxlx,False,5,75.0,j6d2unzsgjnca53,2025-12-05 10:19:56.952Z,25.0,15.0,20,friend,0.041,0.308,15.0,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.748Z,gf4d2fii7jryhmi,jjozmclktyojjse,False,6,75.0,xj3l7f4qq0l58ee,2025-12-05 10:19:56.956Z,25.0,30.0,20,friend,0.041,0.28,0.0,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.750Z,gf4d2fii7jryhmi,ky1idlomzdkruk4,False,7,73.25,en86lcto321dxpw,2025-12-05 10:19:56.959Z,25.0,30.0,12,friend,0.04,0.244,6.25,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.753Z,gf4d2fii7jryhmi,zgj8my6nu71g4q0,False,8,73.25,hjzgfe8ilxynerr,2025-12-05 10:19:56.962Z,25.0,30.0,12,friend,0.04,0.217,6.25,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.756Z,gf4d2fii7jryhmi,zfysaeorbf09yau,False,9,71.17,pn5jlqxgrfpwe4a,2025-12-05 10:19:56.964Z,25.0,30.0,12,friend,0.038,0.183,4.166666666666666,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.758Z,gf4d2fii7jryhmi,obudubus94x2wg7,False,10,70.0,trtq1kwdylbwpb0,2025-12-05 10:19:56.967Z,25.0,15.0,20,friend,0.037,0.153,10.0,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.760Z,gf4d2fii7jryhmi,xd1aawzjxjtjr5o,False,11,68.75,7ig4ha1tjtshmsd,2025-12-05 10:19:56.970Z,0.0,30.0,20,friend,0.044,0.147,18.75,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.762Z,gf4d2fii7jryhmi,0yqwnt42m50fe1d,False,12,67.0,4ctdsuf8ny68see,2025-12-05 10:19:56.973Z,25.0,30.0,12,friend,0.035,0.097,0.0,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.765Z,gf4d2fii7jryhmi,3k8zfoob4u12eqb,False,13,67.0,84e0gky2swk69xp,2025-12-05 10:19:56.976Z,25.0,15.0,12,friend,0.035,0.072,15.0,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.767Z,gf4d2fii7jryhmi,bvyqa1w01o9vtng,False,14,66.25,ww0b5rf2dxqhxkg,2025-12-05 10:19:56.979Z,25.0,15.0,20,friend,0.034,0.071,6.25,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.770Z,gf4d2fii7jryhmi,sxft6rvjny1dsr6,False,15,66.25,exi49w6ujkvhfkm,2025-12-05 10:19:56.982Z,25.0,15.0,20,friend,0.034,0.071,6.25,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.773Z,gf4d2fii7jryhmi,b6e4vq1rl7xkvyn,False,16,66.25,mjjc7v3n31aotyb,2025-12-05 10:19:56.984Z,25.0,15.0,20,friend,0.034,0.071,6.25,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.775Z,gf4d2fii7jryhmi,v93m9jyqauk2ov3,False,17,65.0,4yivtv4m3fuv8bp,2025-12-05 10:19:56.988Z,0.0,30.0,20,friend,0.041,0.083,15.0,v2_advanced,,,,False,0
True,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.777Z,gf4d2fii7jryhmi,imspwkbqvnytavl,True,18,65.0,0edtk2tg22e8juy,2025-12-05 10:19:56.990Z,0.0,30.0,20,friend,0.409,0.083,15.0,v2_advanced,,,,False,1
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.779Z,gf4d2fii7jryhmi,wsjp9maxq6ad1ns,False,19,64.17,qhcsrw5bthin24x,2025-12-05 10:19:56.996Z,25.0,15.0,20,friend,0.032,0.068,4.166666666666666,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.781Z,gf4d2fii7jryhmi,0kxl0p0ujm624pv,False,20,64.17,gk5jqqbhe4kte63,2025-12-05 10:19:56.999Z,25.0,15.0,20,friend,0.032,0.068,4.166666666666666,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.807Z,exi49w6ujkvhfkm,lc6y6bd2hdtexwp,False,1,100.0,mjjc7v3n31aotyb,2025-12-05 10:19:57.002Z,25.0,30.0,20,friend,0.066,0.626,25.0,v2_advanced,,,,True,0
True,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.809Z,exi49w6ujkvhfkm,7n43fiohbrfsz60,True,2,81.25,j6d2unzsgjnca53,2025-12-05 10:19:57.005Z,25.0,30.0,20,friend,0.467,0.437,6.25,v2_advanced,,,,True,1
True,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.812Z,exi49w6ujkvhfkm,86bjvxpk6iahz15,True,3,79.5,frv5pryujwkm8l0,2025-12-05 10:19:57.010Z,25.0,30.0,12,friend,0.451,0.393,12.5,v2_advanced,,,,True,1
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.815Z,exi49w6ujkvhfkm,z3fvp4ijci6ate3,False,4,79.5,85ezec0w8jbehfp,2025-12-05 10:19:57.015Z,25.0,30.0,12,friend,0.045,0.363,12.5,v2_advanced,,,,False,0
True,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.817Z,exi49w6ujkvhfkm,4huvx9xdu7xmix8,True,5,75.33,22yjvypgnr6j8to,2025-12-05 10:19:57.018Z,25.0,30.0,12,friend,0.414,0.31,8.333333333333332,v2_advanced,,,,False,1
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.819Z,exi49w6ujkvhfkm,s6ryzscj9f6u7ir,False,6,75.0,83hn968n3dkssts,2025-12-05 10:19:57.022Z,0.0,30.0,20,friend,0.05,0.328,25.0,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.822Z,exi49w6ujkvhfkm,oup8s5vjye9h811,False,7,73.25,9zdkp0fcan9uxmh,2025-12-05 10:19:57.025Z,25.0,30.0,12,friend,0.04,0.244,6.25,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.823Z,exi49w6ujkvhfkm,dsvjodiz0otj5c3,True,8,67.33,nw67559cmzqpmg6,2025-12-05 10:19:57.028Z,25.0,30.0,4,friend,0.348,0.194,8.333333333333332,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.826Z,exi49w6ujkvhfkm,2ff3b3cts5bd63f,False,9,67.0,ndjffn1dch3g61g,2025-12-05 10:19:57.031Z,25.0,30.0,12,friend,0.035,0.169,0.0,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.828Z,exi49w6ujkvhfkm,x5mnq9xrry3c778,False,10,67.0,v73dpwrjj6nyxfy,2025-12-05 10:19:57.034Z,25.0,30.0,12,friend,0.035,0.145,0.0,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.831Z,exi49w6ujkvhfkm,kbr7uhbajhpnb6t,False,11,67.0,qb0zbbrzl8ubeq8,2025-12-05 10:19:57.037Z,25.0,30.0,12,friend,0.035,0.121,0.0,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.833Z,exi49w6ujkvhfkm,qwynckrx676eh4o,False,12,67.0,jnndkkl6dvfb670,2025-12-05 10:19:57.040Z,0.0,30.0,12,friend,0.043,0.114,25.0,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.835Z,exi49w6ujkvhfkm,i0jgn0fp23ovo2x,True,13,67.0,4yij1ywpt8wp0hh,2025-12-05 10:19:57.042Z,0.0,30.0,12,friend,0.427,0.086,25.0,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.837Z,exi49w6ujkvhfkm,3gz7wxow7jexgk2,False,14,66.25,gf4d2fii7jryhmi,2025-12-05 10:19:57.045Z,25.0,15.0,20,friend,0.034,0.071,6.25,v2_advanced,,,,False,0
False,pbc_3452021157,recommendation_logs,2025-12-05 10:18:58.840Z,exi49w6ujkvhfkm,g8vu1tii1mndqoc,False,15,62.5,7j9bcyelk3ozy3t,2025-12-05 10:19:57.048Z,0.0,30.0,20,friend,0.039,0.079,12.5,v2_advanced,,,,False,0
