accepted,clicked_profile,collectionId,collectionName,created,from_user,id,invited,rank_in_list,rejected,responded,rule_score,session_id,shown,shown_at,to_user,updated,f_clicked_profile,f_exposure_p,f_home_court,f_intensity,f_level,f_mode,f_rank_shown,f_response,f_session_id,f_shown_at,f_sim_p_click,f_sim_p_dismiss,f_sim_p_invited,f_style,f_synthetic_version,f_invited_at,f_sim_p_accepted,f_dismiss_reason,f_combined_score,f_court,f_habit,f_ml_prob,f_role,f_rule_score,f_forced_invite,is_top3,label_invited,label_accepted
1,1,pbc_3452021157,recommendation_logs,2025-12-18 23:19:14.705Z,qyu7jobnu71ibl8,yaklhwv0s0aat24,1,7,0,1,67.0,b9ef2005-5ebd-4738-ad2e-7202be7c569f,1,2025-12-18 23:19:14.775Z,es0d2s7gh00bct2,2025-12-18 23:19:14.868Z,True,0.361,25.0,30.0,12,friend,7.0,accepted,b9ef2005-5ebd-4738-ad2e-7202be7c569f,2025-12-18T23:19:14.775725+00:00,0.472,0.184,0.288,0.0,v4_funnel_seed,2025-12-18T23:19:14.863125+00:00,0.593,,,,,,,,,False,1,1
0,1,pbc_3452021157,recommendation_logs,2025-12-18 23:19:14.708Z,qyu7jobnu71ibl8,hbnjiag64v66ba5,0,8,0,0,67.0,b9ef2005-5ebd-4738-ad2e-7202be7c569f,1,2025-12-18 23:19:14.775Z,vnzhpr3sjg8f9qi,2025-12-18 23:19:14.879Z,True,0.31,25.0,30.0,12,friend,8.0,ignored_quota,b9ef2005-5ebd-4738-ad2e-7202be7c569f,2025-12-18T23:19:14.775725+00:00,0.453,0.182,,0.0,v4_funnel_seed,,,,,,,,,,,False,0,0
0,0,pbc_3452021157,recommendation_logs,2025-12-18 23:19:14.712Z,qyu7jobnu71ibl8,itxqw3tdsec9bqe,0,9,0,0,67.0,b9ef2005-5ebd-4738-ad2e-7202be7c569f,1,2025-12-18 23:19:14.775Z,qjpfrdwiwxti0ko,2025-12-18 23:19:14.882Z,,0.269,25.0,30.0,12,friend,9.0,,b9ef2005-5ebd-4738-ad2e-7202be7c569f,2025-12-18T23:19:14.775725+00:00,,,,0.0,v4_funnel_seed,,,,,,,,,,,False,0,0
0,0,pbc_3452021157,recommendation_logs,2025-12-18 23:19:14.715Z,qyu7jobnu71ibl8,1i5hwe7t9i37le0,0,10,0,0,66.25,b9ef2005-5ebd-4738-ad2e-7202be7c569f,1,2025-12-18 23:19:14.775Z,8ewhspm4v3q6vx1,2025-12-18 23:19:14.885Z,,0.235,25.0,15.0,20,friend,10.0,,b9ef2005-5ebd-4738-ad2e-7202be7c569f,2025-12-18T23:19:14.775725+00:00,,,,6.25,v4_funnel_seed,,,,,,,,,,,False,0,0
0,1,pbc_3452021157,recommendation_logs,2025-12-18 23:19:14.717Z,qyu7jobnu71ibl8,yszdg2h0l5av36y,0,11,0,0,66.25,b9ef2005-5ebd-4738-ad2e-7202be7c569f,1,2025-12-18 23:19:14.775Z,28lahyazim5v5bd,2025-12-18 23:19:14.895Z,True,0.207,25.0,15.0,20,friend,11.0,ignored_quota,b9ef2005-5ebd-4738-ad2e-7202be7c569f,2025-12-18T23:19:14.775725+00:00,0.41,0.18,,6.25,v4_funnel_seed,,,,,,,,,,,False,0,0
0,0,pbc_3452021157,recommendation_logs,2025-12-18 23:19:14.720Z,qyu7jobnu71ibl8,mma47skjey2bbqy,0,12,0,0,62.5,b9ef2005-5ebd-4738-ad2e-7202be7c569f,1,2025-12-18 23:19:14.775Z,s287eow3cn8ispn,2025-12-18 23:19:14.898Z,,0.184,0.0,30.0,20,friend,12.0,,b9ef2005-5ebd-4738-ad2e-7202be7c569f,2025-12-18T23:19:14.775725+00:00,,,,12.5,v4_funnel_seed,,,,,,,,,,,False,0,0
0,0,pbc_3452021157,recommendation_logs,2025-12-18 23:19:14.723Z,qyu7jobnu71ibl8,6mc8ks42rr54jar,0,13,0,0,60.0,b9ef2005-5ebd-4738-ad2e-7202be7c569f,1,2025-12-18 23:19:14.775Z,jxaz3050vz407k6,2025-12-18 23:19:14.901Z,,0.165,25.0,15.0,20,friend,13.0,,b9ef2005-5ebd-4738-ad2e-7202be7c569f,2025-12-18T23:19:14.775725+00:00,,,,0.0,v4_funnel_seed,,,,,,,,,,,False,0,0
0,0,pbc_3452021157,recommendation_logs,2025-12-18 23:19:14.726Z,qyu7jobnu71ibl8,9r50trcfwwiqvc7,0,14,0,0,60.0,b9ef2005-5ebd-4738-ad2e-7202be7c569f,1,2025-12-18 23:19:14.775Z,y5jjpxuftbmk5an,2025-12-18 23:19:14.905Z,,0.148,25.0,15.0,20,friend,14.0,,b9ef2005-5ebd-4738-ad2e-7202be7c569f,2025-12-18T23:19:14.775725+00:00,,,,0.0,v4_funnel_seed,,,,,,,,,,,False,0,0
0,1,pbc_3452021157,recommendation_logs,2025-12-18 23:19:14.730Z,qyu7jobnu71ibl8,g6mvkf13xrwsswy,0,15,1,1,59.0,b9ef2005-5ebd-4738-ad2e-7202be7c569f,1,2025-12-18 23:19:14.775Z,sxc5511cql782hf,2025-12-18 23:19:14.913Z,True,0.134,25.0,30.0,4,friend,15.0,,b9ef2005-5ebd-4738-ad2e-7202be7c569f,2025-12-18T23:19:14.775725+00:00,0.35,0.199,,0.0,v4_funnel_seed,,,not_active,,,,,,,,False,0,0
0,1,pbc_3452021157,recommendation_logs,2025-12-18 23:19:14.733Z,qyu7jobnu71ibl8,wnox1sunj3w1903,0,16,0,0,58.33,b9ef2005-5ebd-4738-ad2e-7202be7c569f,1,2025-12-18 23:19:14.775Z,ljjpb3gjszkluyt,2025-12-18 23:19:14.922Z,True,0.122,0.0,30.0,20,friend,16.0,ignored_quota,b9ef2005-5ebd-4738-ad2e-7202be7c569f,2025-12-18T23:19:14.775725+00:00,0.395,0.172,,8.333333333333332,v4_funnel_seed,,,,,,,,,,,False,0,0
0,0,pbc_3452021157,recommendation_logs,2025-12-18 23:19:14.735Z,qyu7jobnu71ibl8,n2l3a84up58h87n,0,17,0,0,58.33,b9ef2005-5ebd-4738-ad2e-7202be7c569f,1,2025-12-18 23:19:14.775Z,7651cs6lffuc5cg,2025-12-18 23:19:14.926Z,,0.111,0.0,30.0,20,friend,17.0,,b9ef2005-5ebd-4738-ad2e-7202be7c569f,2025-12-18T23:19:14.775725+00:00,,,,8.333333333333332,v4_funnel_seed,,,,,,,,,,,False,0,0
0,1,pbc_3452021157,recommendation_logs,2025-12-18 23:19:14.738Z,qyu7jobnu71ibl8,h4a3sjwb1dku3k4,0,18,0,0,58.25,b9ef2005-5ebd-4738-ad2e-7202be7c569f,1,2025-12-18 23:19:14.775Z,4e5yd6e0nz5dnvt,2025-12-18 23:19:14.935Z,True,0.102,25.0,15.0,12,friend,18.0,ignored_quota,b9ef2005-5ebd-4738-ad2e-7202be7c569f,2025-12-18T23:19:14.775725+00:00,0.336,0.2,,6.25,v4_funnel_seed,,,,,,,,,,,False,0,0
0,1,pbc_3452021157,recommendation_logs,2025-12-18 23:19:14.741Z,qyu7jobnu71ibl8,j0r57k90ccp2co3,0,19,0,0,58.25,b9ef2005-5ebd-4738-ad2e-7202be7c569f,1,2025-12-18 23:19:14.775Z,tb2gnsxrloe5yqf,2025-12-18 23:19:14.944Z,True,0.094,25.0,15.0,12,friend,19.0,ignored_quota,b9ef2005-5ebd-4738-ad2e-7202be7c569f,2025-12-18T23:19:14.775725+00:00,0.333,0.199,,6.25,v4_funnel_seed,,,,,,,,,,,False,0,0
0,0,pbc_3452021157,recommendation_logs,2025-12-18 23:19:14.744Z,qyu7jobnu71ibl8,vlrpe79wrcpjpgk,0,20,0,0,56.25,b9ef2005-5ebd-4738-ad2e-7202be7c569f,1,2025-12-18 23:19:14.775Z,f5a7b6j49a6okh4,2025-12-18 23:19:14.947Z,,0.087,0.0,30.0,20,friend,20.0,,b9ef2005-5ebd-4738-ad2e-7202be7c569f,2025-12-18T23:19:14.775725+00:00,,,,6.25,v4_funnel_seed,,,,,,,,,,,False,0,0
0,0,pbc_3452021157,recommendation_logs,2025-12-18 23:19:14.747Z,qyu7jobnu71ibl8,awzn63n534pc2nc,0,21,0,0,56.25,b9ef2005-5ebd-4738-ad2e-7202be7c569f,1,2025-12-18 23:19:14.775Z,x3o8n6wpc8zry4g,2025-12-18 23:19:14.949Z,,0.08,0.0,30.0,20,friend,21.0,,b9ef2005-5ebd-4738-ad2e-7202be7c569f,2025-12-18T23:19:14.775725+00:00,,,,6.25,v4_funnel_seed,,,,,,,,,,,False,0,0
0,0,pbc_3452021157,recommendation_logs,2025-12-18 23:19:14.750Z,qyu7jobnu71ibl8,wxlkg8oh4hmr1mz,0,22,0,0,56.25,b9ef2005-5ebd-4738-ad2e-7202be7c569f,1,2025-12-18 23:19:14.775Z,oufxzpuzo2z3tl9,2025-12-18 23:19:14.953Z,,0.075,0.0,30.0,20,friend,22.0,,b9ef2005-5ebd-4738-ad2e-7202be7c569f,2025-12-18T23:19:14.775725+00:00,,,,6.25,v4_funnel_seed,,,,,,,,,,,False,0,0
0,1,pbc_3452021157,recommendation_logs,2025-12-18 23:19:14.753Z,qyu7jobnu71ibl8,n7601rduhx62udh,0,23,0,0,56.25,b9ef2005-5ebd-4738-ad2e-7202be7c569f,1,2025-12-18 23:19:14.775Z,s672fsln5qe6d9t,2025-12-18 23:19:14.962Z,True,0.07,0.0,30.0,20,friend,23.0,ignored_quota,b9ef2005-5ebd-4738-ad2e-7202be7c569f,2025-12-18T23:19:14.775725+00:00,0.366,0.176,,6.25,v4_funnel_seed,,,,,,,,,,,False,0,0
0,1,pbc_3452021157,recommendation_logs,2025-12-18 23:19:14.755Z,qyu7jobnu71ibl8,fc0fnoxfnv2zsy3,0,24,1,1,56.25,b9ef2005-5ebd-4738-ad2e-7202be7c569f,1,2025-12-18 23:19:14.775Z,h0973m9bmgzebr7,2025-12-18 23:19:14.972Z,True,0.065,0.0,30.0,20,friend,24.0,,b9ef2005-5ebd-4738-ad2e-7202be7c569f,2025-12-18T23:19:14.775725+00:00,0.365,0.176,,6.25,v4_funnel_seed,,,not_matching_style,,,,,,,,False,0,0
0,0,pbc_3452021157,recommendation_logs,2025-12-18 23:19:14.758Z,qyu7jobnu71ibl8,yqn4divgbamy4f5,0,25,0,0,54.5,b9ef2005-5ebd-4738-ad2e-7202be7c569f,1,2025-12-18 23:19:14.775Z,of5c867hjtqijvr,2025-12-18 23:19:14.975Z,,0.061,0.0,30.0,12,friend,25.0,,b9ef2005-5ebd-4738-ad2e-7202be7c569f,2025-12-18T23:19:14.775725+00:00,,,,12.5,v4_funnel_seed,,,,,,,,,,,False,0,0
0,1,pbc_3452021157,recommendation_logs,2025-12-18 23:19:14.761Z,qyu7jobnu71ibl8,7jvsgb6jsf9l69h,0,26,1,1,54.5,b9ef2005-5ebd-4738-ad2e-7202be7c569f,1,2025-12-18 23:19:14.775Z,iwnlegbuv30wix2,2025-12-18 23:19:14.983Z,True,0.057,0.0,30.0,12,friend,26.0,,b9ef2005-5ebd-4738-ad2e-7202be7c569f,2025-12-18T23:19:14.775725+00:00,0.354,0.18,,12.5,v4_funnel_seed,,,other,,,,,,,,False,0,0
0,0,pbc_3452021157,recommendation_logs,2025-12-18 23:19:14.764Z,qyu7jobnu71ibl8,fe3moudyxg4mxer,0,27,0,0,52.0,b9ef2005-5ebd-4738-ad2e-7202be7c569f,1,2025-12-18 23:19:14.775Z,saq9y0ptd2ajw5t,2025-12-18 23:19:14.987Z,,0.054,25.0,15.0,12,friend,27.0,,b9ef2005-5ebd-4738-ad2e-7202be7c569f,2025-12-18T23:19:14.775725+00:00,,,,0.0,v4_funnel_seed,,,,,,,,,,,False,0,0
0,1,pbc_3452021157,recommendation_logs,2025-12-18 23:19:14.766Z,qyu7jobnu71ibl8,fq5def7ld2ruxir,0,28,0,0,52.0,b9ef2005-5ebd-4738-ad2e-7202be7c569f,1,2025-12-18 23:19:14.775Z,rt80axlzfg4iwzp,2025-12-18 23:19:14.996Z,True,0.051,25.0,15.0,12,friend,28.0,ignored_quota,b9ef2005-5ebd-4738-ad2e-7202be7c569f,2025-12-18T23:19:14.775725+00:00,0.292,0.217,,0.0,v4_funnel_seed,,,,,,,,,,,False,0,0
0,0,pbc_3452021157,recommendation_logs,2025-12-18 23:19:14.769Z,qyu7jobnu71ibl8,itp83pq7clxwmdq,0,29,0,0,52.0,b9ef2005-5ebd-4738-ad2e-7202be7c569f,1,2025-12-18 23:19:14.775Z,opcwiwdm8cegpn2,2025-12-18 23:19:14.999Z,,0.048,25.0,15.0,12,friend,29.0,,b9ef2005-5ebd-4738-ad2e-7202be7c569f,2025-12-18T23:19:14.775725+00:00,,,,0.0,v4_funnel_seed,,,,,,,,,,,False,0,0
0,1,pbc_3452021157,recommendation_logs,2025-12-18 23:19:14.771Z,qyu7jobnu71ibl8,k2zsmqdcdl7hu8q,0,30,0,0,52.0,b9ef2005-5ebd-4738-ad2e-7202be7c569f,1,2025-12-18 23:19:14.775Z,kw3z4xs5rva74db,2025-12-18 23:19:15.008Z,True,0.045,25.0,15.0,12,friend,30.0,ignored_quota,b9ef2005-5ebd-4738-ad2e-7202be7c569f,2025-12-18T23:19:14.775725+00:00,0.291,0.217,,0.0,v4_funnel_seed,,,,,,,,,,,False,0,0
0,1,pbc_3452021157,recommendation_logs,2025-12-18 23:19:15.033Z,cpcb39ihqq8idxq,5e0vaz9f6ry9k8e,1,1,1,1,85.0,72f98cac-9662-4d72-a902-ced3baae904a,1,2025-12-18 23:19:15.114Z,ruvuheove90a28z,2025-12-18 23:19:15.150Z,True,0.939,25.0,30.0,20,friend,1.0,rejected,72f98cac-9662-4d72-a902-ced3baae904a,2025-12-18T23:19:15.114806+00:00,0.72,0.157,0.5,10.0,v4_funnel_seed,2025-12-18T23:19:15.144118+00:00,0.722,,,,,,,,,True,1,0
1,1,pbc_3452021157,recommendation_logs,2025-12-18 23:19:15.036Z,cpcb39ihqq8idxq,d79qa2so655j321,1,2,0,1,83.33,72f98cac-9662-4d72-a902-ced3baae904a,1,2025-12-18 23:19:15.114Z,hx5y1jwd3sd3a7t,2025-12-18 23:19:15.162Z,True,0.826,25.0,30.0,20,friend,2.0,accepted,72f98cac-9662-4d72-a902-ced3baae904a,2025-12-18T23:19:15.114806+00:00,0.717,0.157,0.5,8.333333333333332,v4_funnel_seed,2025-12-18T23:19:15.157749+00:00,0.736,,,,,,,,,True,1,1
0,1,pbc_3452021157,recommendation_logs,2025-12-18 23:19:15.039Z,cpcb39ihqq8idxq,k7piglpsafalnks,0,3,0,0,75.33,72f98cac-9662-4d72-a902-ced3baae904a,1,2025-12-18 23:19:15.114Z,ao3w1k5dg3m3f3a,2025-12-18 23:19:15.172Z,True,0.704,25.0,30.0,12,friend,3.0,no_invite,72f98cac-9662-4d72-a902-ced3baae904a,2025-12-18T23:19:15.114806+00:00,0.642,0.174,0.5,8.333333333333332,v4_funnel_seed,,,,,,,,,,,True,0,0
0,0,pbc_3452021157,recommendation_logs,2025-12-18 23:19:15.042Z,cpcb39ihqq8idxq,s4kd8lavr87bc4m,0,4,0,0,75.33,72f98cac-9662-4d72-a902-ced3baae904a,1,2025-12-18 23:19:15.114Z,r27fl71044rssvx,2025-12-18 23:19:15.175Z,,0.594,25.0,30.0,12,friend,4.0,,72f98cac-9662-4d72-a902-ced3baae904a,2025-12-18T23:19:15.114806+00:00,,,,8.333333333333332,v4_funnel_seed,,,,,,,,,,,False,0,0
0,1,pbc_3452021157,recommendation_logs,2025-12-18 23:19:15.044Z,cpcb39ihqq8idxq,gteoucqczxxw5ld,0,5,1,1,75.0,72f98cac-9662-4d72-a902-ced3baae904a,1,2025-12-18 23:19:15.114Z,2brrq9p49veortb,2025-12-18 23:19:15.184Z,True,0.5,25.0,15.0,20,friend,5.0,,72f98cac-9662-4d72-a902-ced3baae904a,2025-12-18T23:19:15.114806+00:00,0.565,0.167,,15.0,v4_funnel_seed,,,not_matching_style,,,,,,,,False,0,0
0,0,pbc_3452021157,recommendation_logs,2025-12-18 23:19:15.047Z,cpcb39ihqq8idxq,q5c3ygmfu5i1f9d,0,6,0,0,73.25,72f98cac-9662-4d72-a902-ced3baae904a,1,2025-12-18 23:19:15.114Z,s9e21voho25djld,2025-12-18 23:19:15.187Z,,0.423,25.0,30.0,12,friend,6.0,,72f98cac-9662-4d72-a902-ced3baae904a,2025-12-18T23:19:15.114806+00:00,,,,6.25,v4_funnel_seed,,,,,,,,,,,False,0,0
0,1,pbc_3452021157,recommendation_logs,2025-12-18 23:19:15.049Z,cpcb39ihqq8idxq,ukw9fy7anknycqo,1,7,1,1,72.0,72f98cac-9662-4d72-a902-ced3baae904a,1,2025-12-18 23:19:15.114Z,7s0e3d1rmrpemb0,2025-12-18 23:19:15.200Z,True,0.361,25.0,30.0,12,friend,7.0,rejected,72f98cac-9662-4d72-a902-ced3baae904a,2025-12-18T23:19:15.114806+00:00,0.496,0.17,0.325,5.0,v4_funnel_seed,2025-12-18T23:19:15.195517+00:00,0.623,,,,,,,,,False,1,0
0,1,pbc_3452021157,recommendation_logs,2025-12-18 23:19:15.052Z,cpcb39ihqq8idxq,eoj1t8lppz84s4n,1,8,1,1,68.75,72f98cac-9662-4d72-a902-ced3baae904a,1,2025-12-18 23:19:15.114Z,5t0ix7kdemzvdg0,2025-12-18 23:19:15.212Z,True,0.31,0.0,30.0,20,friend,8.0,rejected,72f98cac-9662-4d72-a902-ced3baae904a,2025-12-18T23:19:15.114806+00:00,0.517,0.152,0.291,18.75,v4_funnel_seed,2025-12-18T23:19:15.207491+00:00,0.655,,,,,,,,,False,1,0
0,1,pbc_3452021157,recommendation_logs,2025-12-18 23:19:15.055Z,cpcb39ihqq8idxq,27klaqw2n8hk6e0,0,9,0,0,68.75,72f98cac-9662-4d72-a902-ced3baae904a,1,2025-12-18 23:19:15.114Z,lg07ucvaqm2lwj5,2025-12-18 23:19:15.222Z,True,0.269,0.0,30.0,20,friend,9.0,ignored_quota,72f98cac-9662-4d72-a902-ced3baae904a,2025-12-18T23:19:15.114806+00:00,0.501,0.151,,18.75,v4_funnel_seed,,,,,,,,,,,False,0,0
0,1,pbc_3452021157,recommendation_logs,2025-12-18 23:19:15.057Z,cpcb39ihqq8idxq,1i46v4kuih20mrs,0,10,0,0,66.25,72f98cac-9662-4d72-a902-ced3baae904a,1,2025-12-18 23:19:15.114Z,2tokedc0o5e65bz,2025-12-18 23:19:15.232Z,True,0.235,25.0,15.0,20,friend,10.0,ignored_quota,72f98cac-9662-4d72-a902-ced3baae904a,2025-12-18T23:19:15.114806+00:00,0.421,0.181,,6.25,v4_funnel_seed,,,,,,,,,,,False,0,0
0,0,pbc_3452021157,recommendation_logs,2025-12-18 23:19:15.060Z,cpcb39ihqq8idxq,48m8gu8kkvv4mwj,0,11,0,0,65.0,72f98cac-9662-4d72-a902-ced3baae904a,1,2025-12-18 23:19:15.114Z,e6o3uwgfgoptbts,2025-12-18 23:19:15.235Z,,0.207,0.0,30.0,20,friend,11.0,,72f98cac-9662-4d72-a902-ced3baae904a,2025-12-18T23:19:15.114806+00:00,,,,15.0,v4_funnel_seed,,,,,,,,,,,False,0,0
0,1,pbc_3452021157,recommendation_logs,2025-12-18 23:19:15.062Z,cpcb39ihqq8idxq,p9m4tyq9m0scxu7,0,12,1,1,65.0,72f98cac-9662-4d72-a902-ced3baae904a,1,2025-12-18 23:19:15.114Z,eb9hsrsd3j5666x,2025-12-18 23:19:15.244Z,True,0.184,25.0,15.0,20,friend,12.0,,72f98cac-9662-4d72-a902-ced3baae904a,2025-12-18T23:19:15.114806+00:00,0.396,0.183,,5.0,v4_funnel_seed,,,too_far,,,,,,,,False,0,0
0,0,pbc_3452021157,recommendation_logs,2025-12-18 23:19:15.065Z,cpcb39ihqq8idxq,9akuta9h751u9ek,0,13,0,0,62.0,72f98cac-9662-4d72-a902-ced3baae904a,1,2025-12-18 23:19:15.114Z,0ef0kb9d3ulaezy,2025-12-18 23:19:15.248Z,,0.165,25.0,15.0,12,friend,13.0,,72f98cac-9662-4d72-a902-ced3baae904a,2025-12-18T23:19:15.114806+00:00,,,,10.0,v4_funnel_seed,,,,,,,,,,,False,0,0
0,0,pbc_3452021157,recommendation_logs,2025-12-18 23:19:15.068Z,cpcb39ihqq8idxq,n8148watf9o59ma,0,14,0,0,60.75,72f98cac-9662-4d72-a902-ced3baae904a,1,2025-12-18 23:19:15.114Z,jkoh32rzs8rlocp,2025-12-18 23:19:15.251Z,,0.148,0.0,30.0,12,friend,14.0,,72f98cac-9662-4d72-a902-ced3baae904a,2025-12-18T23:19:15.114806+00:00,,,,18.75,v4_funnel_seed,,,,,,,,,,,False,0,0
0,0,pbc_3452021157,recommendation_logs,2025-12-18 23:19:15.070Z,cpcb39ihqq8idxq,27u4irh5y0syi2g,0,15,0,0,60.33,72f98cac-9662-4d72-a902-ced3baae904a,1,2025-12-18 23:19:15.114Z,oufxzpuzo2z3tl9,2025-12-18 23:19:15.254Z,,0.134,25.0,15.0,12,friend,15.0,,72f98cac-9662-4d72-a902-ced3baae904a,2025-12-18T23:19:15.114806+00:00,,,,8.333333333333332,v4_funnel_seed,,,,,,,,,,,False,0,0
0,1,pbc_3452021157,recommendation_logs,2025-12-18 23:19:15.073Z,cpcb39ihqq8idxq,xszq7mc15z1xm5b,0,16,0,0,59.0,72f98cac-9662-4d72-a902-ced3baae904a,1,2025-12-18 23:19:15.114Z,66dor2b1bkc7qt8,2025-12-18 23:19:15.263Z,True,0.122,25.0,15.0,4,friend,16.0,ignored_quota,72f98cac-9662-4d72-a902-ced3baae904a,2025-12-18T23:19:15.114806+00:00,0.346,0.198,,15.0,v4_funnel_seed,,,,,,,,,,,False,0,0
0,1,pbc_3452021157,recommendation_logs,2025-12-18 23:19:15.075Z,cpcb39ihqq8idxq,dyr4z3i50y3825t,0,17,0,0,59.0,72f98cac-9662-4d72-a902-ced3baae904a,1,2025-12-18 23:19:15.114Z,og2kv4sjkqh1h2j,2025-12-18 23:19:15.272Z,True,0.111,25.0,15.0,4,friend,17.0,ignored_quota,72f98cac-9662-4d72-a902-ced3baae904a,2025-12-18T23:19:15.114806+00:00,0.342,0.198,,15.0,v4_funnel_seed,,,,,,,,,,,False,0,0
0,1,pbc_3452021157,recommendation_logs,2025-12-18 23:19:15.078Z,cpcb39ihqq8idxq,d1ub5iyf2zx1dq8,0,18,0,0,57.0,72f98cac-9662-4d72-a902-ced3baae904a,1,2025-12-18 23:19:15.114Z,tp25bk9swxij5pi,2025-12-18 23:19:15.281Z,True,0.102,0.0,30.0,12,friend,18.0,ignored_quota,72f98cac-9662-4d72-a902-ced3baae904a,2025-12-18T23:19:15.114806+00:00,0.381,0.175,,15.0,v4_funnel_seed,,,,,,,,,,,False,0,0
0,0,pbc_3452021157,recommendation_logs,2025-12-18 23:19:15.081Z,cpcb39ihqq8idxq,xzi3veaoz3pqcjf,0,19,0,0,57.0,72f98cac-9662-4d72-a902-ced3baae904a,1,2025-12-18 23:19:15.114Z,ueflkxf8h78wvu6,2025-12-18 23:19:15.284Z,,0.094,25.0,15.0,12,friend,19.0,,72f98cac-9662-4d72-a902-ced3baae904a,2025-12-18T23:19:15.114806+00:00,,,,5.0,v4_funnel_seed,,,,,,,,,,,False,0,0
0,1,pbc_3452021157,recommendation_logs,2025-12-18 23:19:15.083Z,cpcb39ihqq8idxq,w4gu4zejtks1dso,0,20,1,1,57.0,72f98cac-9662-4d72-a902-ced3baae904a,1,2025-12-18 23:19:15.114Z,m93g4wkh7q5jzy2,2025-12-18 23:19:15.293Z,True,0.087,0.0,30.0,12,friend,20.0,,72f98cac-9662-4d72-a902-ced3baae904a,2025-12-18T23:19:15.114806+00:00,0.376,0.175,,15.0,v4_funnel_seed,,,other,,,,,,,,False,0,0
0,0,pbc_3452021157,recommendation_logs,2025-12-18 23:19:15.086Z,cpcb39ihqq8idxq,rggrq69i71a1u17,0,21,0,0,56.17,72f98cac-9662-4d72-a902-ced3baae904a,1,2025-12-18 23:19:15.114Z,7651cs6lffuc5cg,2025-12-18 23:19:15.296Z,,0.08,25.0,15.0,12,friend,21.0,,72f98cac-9662-4d72-a902-ced3baae904a,2025-12-18T23:19:15.114806+00:00,,,,4.166666666666666,v4_funnel_seed,,,,,,,,,,,False,0,0
0,1,pbc_3452021157,recommendation_logs,2025-12-18 23:19:15.089Z,cpcb39ihqq8idxq,h2au7kqvat9i0zf,0,22,0,0,54.5,72f98cac-9662-4d72-a902-ced3baae904a,1,2025-12-18 23:19:15.114Z,732vp5dpm1k1u0s,2025-12-18 23:19:15.305Z,True,0.075,0.0,30.0,12,friend,22.0,ignored_quota,72f98cac-9662-4d72-a902-ced3baae904a,2025-12-18T23:19:15.114806+00:00,0.36,0.181,,12.5,v4_funnel_seed,,,,,,,,,,,False,0,0
0,0,pbc_3452021157,recommendation_logs,2025-12-18 23:19:15.092Z,cpcb39ihqq8idxq,0kgj78znqh31pvy,0,23,0,0,52.75,72f98cac-9662-4d72-a902-ced3baae904a,1,2025-12-18 23:19:15.114Z,lnthf2qkec6m3cp,2025-12-18 23:19:15.307Z,,0.07,0.0,30.0,4,friend,23.0,,72f98cac-9662-4d72-a902-ced3baae904a,2025-12-18T23:19:15.114806+00:00,,,,18.75,v4_funnel_seed,,,,,,,,,,,False,0,0
0,1,pbc_3452021157,recommendation_logs,2025-12-18 23:19:15.095Z,cpcb39ihqq8idxq,2jq7f75a4rjb492,0,24,0,0,52.0,72f98cac-9662-4d72-a902-ced3baae904a,1,2025-12-18 23:19:15.114Z,jxaz3050vz407k6,2025-12-18 23:19:15.316Z,True,0.065,0.0,30.0,12,friend,24.0,ignored_quota,72f98cac-9662-4d72-a902-ced3baae904a,2025-12-18T23:19:15.114806+00:00,0.346,0.188,,10.0,v4_funnel_seed,,,,,,,,,,,False,0,0
0,1,pbc_3452021157,recommendation_logs,2025-12-18 23:19:15.098Z,cpcb39ihqq8idxq,supheorhglvl5c4,0,25,0,0,52.0,72f98cac-9662-4d72-a902-ced3baae904a,1,2025-12-18 23:19:15.114Z,6i37noohqqre72v,2025-12-18 23:19:15.342Z,True,0.061,0.0,30.0,12,friend,25.0,ignored_quota,72f98cac-9662-4d72-a902-ced3baae904a,2025-12-18T23:19:15.114806+00:00,0.344,0.188,,10.0,v4_funnel_seed,,,,,,,,,,,False,0,0
0,0,pbc_3452021157,recommendation_logs,2025-12-18 23:19:15.100Z,cpcb39ihqq8idxq,v2qbfgtecukymob,0,26,0,0,52.0,72f98cac-9662-4d72-a902-ced3baae904a,1,2025-12-18 23:19:15.114Z,62x24naeknfdz2r,2025-12-18 23:19:15.345Z,,0.057,0.0,30.0,12,friend,26.0,,72f98cac-9662-4d72-a902-ced3baae904a,2025-12-18T23:19:15.114806+00:00,,,,10.0,v4_funnel_seed,,,,,,,,,,,False,0,0
0,1,pbc_3452021157,recommendation_logs,2025-12-18 23:19:15.103Z,cpcb39ihqq8idxq,nslzpclblevhcut,0,27,0,0,52.0,72f98cac-9662-4d72-a902-ced3baae904a,1,2025-12-18 23:19:15.114Z,0spm7w4chm1o8yc,2025-12-18 23:19:15.354Z,True,0.054,0.0,30.0,12,friend,27.0,ignored_quota,72f98cac-9662-4d72-a902-ced3baae904a,2025-12-18T23:19:15.114806+00:00,0.342,0.187,,10.0,v4_funnel_seed,,,,,,,,,,,False,0,0
